subject_id,win5
0,24.414953195633878
1,33.38832302642246
2,28.478214660858193
3,13.90628323094648
4,33.677877720814564
5,28.478214660858193
6,39.976290253464256
7,28.478214660858193
8,35.614916024483016
9,39.98909367662296
10,38.25207437512273
11,21.059529927513342
