subject_id,win4,win5,win6,win8,win10
0,0.5759310923610975,0.6011270280604554,0.7133618883688444,0.8038316642078658,0.9283594076745524
1,0.6539646113593792,0.11082415207412244,0.5134783177833466,0.07360389184080363,0.37468035671166344
2,0.44862777332819037,0.5295577029631573,0.5169573978771735,0.1191979283528527,0.6385352603021772
3,0.378907883203878,0.37202634725405115,0.4012749579422338,0.3607284123548248,0.5976671847661237
4,0.5960643388813858,0.6394807173507849,0.812660214811656,0.603198439122379,0.5158574939686457
5,0.44862777332819037,0.5295577029631573,0.5169573978771735,0.1191979283528527,0.6385352603021772
6,0.37620766951105633,0.33310805155730683,0.18733361361007994,0.1651265114228424,0.4269036467933205
7,0.44862777332819037,0.5295577029631573,0.5169573978771735,0.1191979283528527,0.6385352603021772
8,0.0687662766757603,0.1785974872731676,0.011384043563409274,0.035013120878435,0.14390034357492232
9,0.3986007449950839,0.03238967777726709,0.035032313062227094,0.10964312826656641,0.3137312337305689
10,0.44389874807807306,0.7506876563202868,0.4985887109389183,0.2539693870865496,0.9016263811840702
11,0.605731940874681,0.8593355569480315,0.5610053887474503,0.48197179375360133,0.8130600657583426
