subject_id,win5,win10
0,0.8897891241902461,0.8940234258713865
1,0.21712122981615678,0.36803077834079934
2,0.6183225131406783,0.5787144679354124
3,0.8293115367622143,0.8093376607959681
4,0.2594271106304371,0.21787256257466825
5,0.6183225131406783,0.5787144679354124
6,0.027648281665661245,0.3363455841831525
7,0.6183225131406783,0.5787144679354124
8,0.42489247593747914,0.47695107908992707
9,0.10705123579957543,0.14858215649118423
10,0.40739163465774586,0.48442940464445383
11,0.7395672730551428,0.854915502130982
