subject_id,win5
0,0.04134325504970482
1,0.10158648934948189
2,0.040844091060599164
3,0.33270940534613713
4,0.05334856231372398
5,0.040844091060599164
6,0.0890238435031725
7,0.040844091060599164
8,0.0014543324618511155
9,0.04752594666483234
10,0.11235630728444024
11,0.05716782416322108
