subject_id,win5
0,35.91143330716936
1,39.750016773317036
2,36.502271036189455
3,30.80306391579715
4,40.58550974805556
5,36.502271036189455
6,38.07512203828318
7,36.502271036189455
8,36.84171117956387
9,39.893605798688206
10,39.87333939923412
11,38.40100364053234
