subject_id,win4,win5,win6,win8,win10
0,11.265106329322487,10.925325480410583,9.261557909208543,7.661812741498984,4.630167086984033
1,10.17600560390499,16.31213880801101,12.066134981978841,16.650046107042453,13.679433586740158
2,12.845160132576746,11.865068789866967,12.022915565088853,16.23514767226984,10.400400153579355
3,13.633114682684933,13.70843228032386,13.385382655560749,13.8311974392248,10.972606570853502
4,10.994441622462931,10.386789462234113,7.487418160995948,10.896920073701011,12.03659606906715
5,12.845160132576746,11.865068789866967,12.022915565088853,16.23514767226984,10.400400153579355
6,13.662717698130791,14.126833175608606,15.59456367222833,15.806197881107094,13.095765869054732
7,12.845160132576746,11.865068789866967,12.022915565088853,16.23514767226984,10.400400153579355
8,16.693462543905586,15.678160030230098,17.200096655648473,16.99330231523962,16.005868367108498
9,13.41524234071905,17.016385894929417,16.993133328380868,16.32296829214068,14.330594136536254
10,12.900127892297682,8.637518095272169,12.249380729307449,14.941541450411,5.425707827617239
11,10.862076997206922,6.487976154649581,11.46163764116304,12.450700410789539,7.47942346185961
