subject_id,testscore_100%,testscore_100%,testscore_100%
0,0.23205056578064964,0.23205056578064964,0.23205056578064964
1,0.8965980251523712,0.8965980251523712,0.8965980251523712
2,0.43245386935819297,0.43245386935819297,0.43245386935819297
3,0.2516046360450501,0.2516046360450501,0.2516046360450501
4,0.845403057502958,0.845403057502958,0.845403057502958
5,0.4324538693581932,0.4324538693581932,0.4324538693581932
6,1.4271562457980207,1.4271562457980207,1.4271562457980207
7,0.43245386935819274,0.43245386935819274,0.43245386935819274
8,0.6910352665676793,0.6910352665676793,0.6910352665676793
9,1.374558012869554,1.374558012869554,1.374558012869554
10,0.6033139736746174,0.6033139736746174,0.6033139736746174
11,0.3387237653663919,0.3387237653663919,0.3387237653663919
