subject_id,win5
0,0.2212372933724196
1,0.045855173019936246
2,0.19540109251241822
3,0.42703578103823403
4,0.005323912131936948
5,0.19540109251241822
6,0.12456828609290005
7,0.19540109251241822
8,0.18036734140193134
9,0.038949406025888034
10,0.03992560697674152
11,0.10951867113515812
